Technique,ID,Tactic-Name,Technique-Name,SubTechnique-Name,Platforms,Description,id
T1608,T1608.002,Resource Development,Stage Capabilities,Upload Tool,PRE,"For C0010, UNC3890 actors staged tools on their infrastructure to download directly onto a compromised system.",T1608.002
T1608,T1608.002,Resource Development,Stage Capabilities,Upload Tool,PRE,"For Operation Dream Job, Lazarus Group used multiple servers to host malicious tools.",T1608.002
T1608,T1608.002,Resource Development,Stage Capabilities,Upload Tool,PRE,"Threat Group-3390 has staged tools, including gsecdump and WCE, on previously compromised websites.",T1608.002
T1574,T1574.010," Persistence, Privilege Escalation, Defense Evasion",Hijack Execution Flow,Services File Permissions Weakness,Windows,"One variant of BlackEnergy locates existing driver services that have been disabled and drops its driver component into one of those service's paths, replacing the legitimate executable. The malware then sets the hijacked service to start automatically to establish persistence.",T1574.010
T1564,T1564.004,Defense Evasion,Hide Artifacts,NTFS File Attributes,Windows,Astaroth can abuse alternate data streams (ADS) to store content for malicious payloads.,T1564.004
T1564,T1564.004,Defense Evasion,Hide Artifacts,NTFS File Attributes,Windows,BitPaymer has copied itself to the :bin alternate data stream of a newly created file.,T1564.004
T1564,T1564.004,Defense Evasion,Hide Artifacts,NTFS File Attributes,Windows,The DEADEYE.EMBED variant of DEADEYE can embed its payload in an alternate data stream of a local file.,T1564.004
T1564,T1564.004,Defense Evasion,Hide Artifacts,NTFS File Attributes,Windows,Gazer stores configuration items in alternate data streams (ADSs) if the Registry is not accessible.,T1564.004
T1564,T1564.004,Defense Evasion,Hide Artifacts,NTFS File Attributes,Windows,LoJax has loaded an embedded NTFS DXE driver to be able to access and write to NTFS partitions.,T1564.004
T1564,T1564.004,Defense Evasion,Hide Artifacts,NTFS File Attributes,Windows,PowerDuke hides many of its backdoor payloads in an alternate data stream (ADS).,T1564.004
T1564,T1564.004,Defense Evasion,Hide Artifacts,NTFS File Attributes,Windows,"If the victim is using PowerShell 3.0 or later, POWERSOURCE writes its decoded payload to an alternate data stream (ADS) named kernel32.dll that is saved in %PROGRAMDATA%\Windows\.",T1564.004
T1564,T1564.004,Defense Evasion,Hide Artifacts,NTFS File Attributes,Windows,The Regin malware platform uses Extended Attributes to store encrypted executables.,T1564.004
T1564,T1564.004,Defense Evasion,Hide Artifacts,NTFS File Attributes,Windows,Valak has the ability save and execute files as alternate data streams (ADS).,T1564.004
T1564,T1564.004,Defense Evasion,Hide Artifacts,NTFS File Attributes,Windows,WastedLocker has the ability to save and execute files as an alternate data stream (ADS).,T1564.004
T1564,T1564.004,Defense Evasion,Hide Artifacts,NTFS File Attributes,Windows,Some variants of the Zeroaccess Trojan have been known to store data in Extended Attributes.,T1564.004
T1586,T1586.002,Resource Development,Compromise Accounts,Email Accounts,PRE,APT29 has compromised email accounts to further enable phishing campaigns and taken control of dormant accounts.,T1586.002
T1586,T1586.002,Resource Development,Compromise Accounts,Email Accounts,PRE,HEXANE has used compromised accounts to send spearphishing emails.,T1586.002
T1586,T1586.002,Resource Development,Compromise Accounts,Email Accounts,PRE,IndigoZebra has compromised legitimate email accounts to use in their spearphishing operations.,T1586.002
T1586,T1586.002,Resource Development,Compromise Accounts,Email Accounts,PRE,Kimsuky has compromised email accounts to send spearphishing e-mails.,T1586.002
T1586,T1586.002,Resource Development,Compromise Accounts,Email Accounts,PRE,"LAPSUS$ has payed employees, suppliers, and business partners of target organizations for credentials.",T1586.002
T1586,T1586.002,Resource Development,Compromise Accounts,Email Accounts,PRE,Leviathan has compromised email accounts to conduct social engineering attacks.,T1586.002
T1070,T1070.005,Defense Evasion,Indicator Removal,Network Share Connection Removal,Windows,InvisiMole can disconnect previously connected remote drives.,T1070.005
T1070,T1070.005,Defense Evasion,Indicator Removal,Network Share Connection Removal,Windows,RobbinHood disconnects all network shares from the computer with the command net use * /DELETE /Y.,T1070.005
T1070,T1070.005,Defense Evasion,Indicator Removal,Network Share Connection Removal,Windows,"Threat Group-3390 has detached network shares after exfiltrating files, likely to evade detection.",T1070.005
T1584,T1584.001,Resource Development,Compromise Infrastructure,Domains,PRE,APT1 hijacked FQDNs associated with legitimate websites hosted by hop points.,T1584.001
T1584,T1584.001,Resource Development,Compromise Infrastructure,Domains,PRE,"During C0010, UNC3890 actors likely compromised the domain of a legitimate Israeli shipping company.",T1584.001
T1584,T1584.001,Resource Development,Compromise Infrastructure,Domains,PRE,Kimsuky has compromised legitimate sites and used them to distribute malware.,T1584.001
T1584,T1584.001,Resource Development,Compromise Infrastructure,Domains,PRE,Magic Hound has used compromised domains to host links targeted to specific phishing victims.,T1584.001
T1584,T1584.001,Resource Development,Compromise Infrastructure,Domains,PRE,"SideCopy has compromised domains for some of their infrastructure, including for C2 and staging malware.",T1584.001
T1584,T1584.001,Resource Development,Compromise Infrastructure,Domains,PRE,"For the SolarWinds Compromise, APT29 compromised domains to use for C2.",T1584.001
T1584,T1584.001,Resource Development,Compromise Infrastructure,Domains,PRE,Transparent Tribe has compromised domains for use in targeted malicious campaigns.,T1584.001
T1087,T1087.003,Discovery,Account Discovery,Email Account,"Google Workspace, Office 365, Windows",Backdoor.Oldrea collects address book information from Outlook.,T1087.003
T1087,T1087.003,Discovery,Account Discovery,Email Account,"Google Workspace, Office 365, Windows",BoomBox can execute an LDAP query to discover e-mail accounts for domain users.,T1087.003
T1087,T1087.003,Discovery,Account Discovery,Email Account,"Google Workspace, Office 365, Windows","During C0027, Scattered Spider accessed Azure AD to identify email addresses.",T1087.003
T1087,T1087.003,Discovery,Account Discovery,Email Account,"Google Workspace, Office 365, Windows",Emotet has been observed leveraging a module that can scrape email addresses from Outlook.,T1087.003
T1087,T1087.003,Discovery,Account Discovery,Email Account,"Google Workspace, Office 365, Windows",Magic Hound has used Powershell to discover email accounts.,T1087.003
T1087,T1087.003,Discovery,Account Discovery,Email Account,"Google Workspace, Office 365, Windows",MailSniper can be used to obtain account names from Exchange and Office 365 using the Get-GlobalAddressList cmdlet.,T1087.003
T1087,T1087.003,Discovery,Account Discovery,Email Account,"Google Workspace, Office 365, Windows","Sandworm Team used malware to enumerate email settings, including usernames and passwords, from the M.E.Doc application.",T1087.003
T1087,T1087.003,Discovery,Account Discovery,Email Account,"Google Workspace, Office 365, Windows",TA505 has used the tool EmailStealer to steal and send lists of e-mail addresses to a remote server.,T1087.003
T1087,T1087.003,Discovery,Account Discovery,Email Account,"Google Workspace, Office 365, Windows",TrickBot collects email addresses from Outlook.,T1087.003
T1518,T1518.001,Discovery,Software Discovery,Security Software Discovery,"Azure AD, Google Workspace, IaaS, Linux, Office 365, SaaS, Windows, macOS","Monitor executed commands and arguments that may attempt to get a listing of security software, configurations, defensive tools, and sensors that are installed on a system or in a cloud environment.",T1518.001
T1518,T1518.001,Discovery,Software Discovery,Security Software Discovery,"Azure AD, Google Workspace, IaaS, Linux, Office 365, SaaS, Windows, macOS","Note: For Windows, Event ID 4104 (from the Microsoft-Windows-Powershell/Operational log) captures Powershell script blocks, which can be analyzed and used to detect on potential Security Software Discovery.",T1518.001
T1518,T1518.001,Discovery,Software Discovery,Security Software Discovery,"Azure AD, Google Workspace, IaaS, Linux, Office 365, SaaS, Windows, macOS","Monitor for contextual data about a firewall and activity around it such as name, policy, or status",T1518.001
T1518,T1518.001,Discovery,Software Discovery,Security Software Discovery,"Azure AD, Google Workspace, IaaS, Linux, Office 365, SaaS, Windows, macOS","Note: Most EDR tools do not support direct monitoring of API calls due to the sheer volume of calls produced by an endpoint but may have alerts or events that are based on abstractions of OS API calls. Dynamic malware analysis tools (i.e., sandboxes) can be used to trace the execution, including OS API calls, for a single PE binary.",T1518.001
T1518,T1518.001,Discovery,Software Discovery,Security Software Discovery,"Azure AD, Google Workspace, IaaS, Linux, Office 365, SaaS, Windows, macOS","Monitor newly executed processes that may attempt to get a listing of security software, configurations, defensive tools, and sensors that are installed on a system or in a cloud environment.",T1518.001
T1059,T1059.002,Execution,Command and Scripting Interpreter,AppleScript,macOS,Dok uses AppleScript to create a login item for persistence.,T1059.002
T1059,T1059.002,Execution,Command and Scripting Interpreter,AppleScript,macOS,macOS.OSAMiner has used osascript to call itself via the do shell script command in the Launch Agent .plist file.,T1059.002
T1059,T1059.002,Execution,Command and Scripting Interpreter,AppleScript,macOS,ThiefQuest uses AppleScript's osascript -e command to launch ThiefQuest's persistence via Launch Agent and Launch Daemon.,T1059.002
T1560,T1560.002,Collection,Archive Collected Data,Archive via Library,"Linux, Windows, macOS",BADFLICK has compressed data using the aPLib compression library.,T1560.002
T1560,T1560.002,Collection,Archive Collected Data,Archive via Library,"Linux, Windows, macOS",Cardinal RAT applies compression to C2 traffic using the ZLIB library.,T1560.002
T1560,T1560.002,Collection,Archive Collected Data,Archive via Library,"Linux, Windows, macOS",FoggyWeb can invoke the Common.Compress method to compress data with the C# GZipStream compression class.,T1560.002
T1560,T1560.002,Collection,Archive Collected Data,Archive via Library,"Linux, Windows, macOS",FunnyDream has compressed collected files with zLib.,T1560.002
T1560,T1560.002,Collection,Archive Collected Data,Archive via Library,"Linux, Windows, macOS","Lazarus Group malware IndiaIndia saves information gathered about the victim to a file that is compressed with Zlib, encrypted, and uploaded to a C2 server.",T1560.002
T1560,T1560.002,Collection,Archive Collected Data,Archive via Library,"Linux, Windows, macOS",OSX_OCEANLOTUS.D scrambles and encrypts data using AES256 before sending it to the C2 server.,T1560.002
T1560,T1560.002,Collection,Archive Collected Data,Archive via Library,"Linux, Windows, macOS",SeaDuke compressed data with zlib prior to sending it over C2.,T1560.002
T1560,T1560.002,Collection,Archive Collected Data,Archive via Library,"Linux, Windows, macOS",TajMahal has the ability to use the open source libraries XZip/Xunzip and zlib to compress files.,T1560.002
T1560,T1560.002,Collection,Archive Collected Data,Archive via Library,"Linux, Windows, macOS","Threat Group-3390 has used RAR to compress, encrypt, and password-protect files prior to exfiltration.",T1560.002
T1560,T1560.002,Collection,Archive Collected Data,Archive via Library,"Linux, Windows, macOS",The ZLib backdoor compresses communications using the standard Zlib compression library.,T1560.002
T1546,T1546.010," Privilege Escalation, Persistence",Event Triggered Execution,AppInit DLLs,Windows,APT39 has used malware to set LoadAppInit_DLLs in the Registry key SOFTWARE\Microsoft\Windows NT\CurrentVersion\Windows in order to establish persistence.,T1546.010
